hostname,sy_dist,total_planets,st_teff,st_rad,st_mass,potentially_habitable
AU Mic,9.7221,2,3678.0,0.744,0.51,0
BD-14 3065 A,589.423,1,6935.0,2.35,1.41,0
Barnard's star,1.82655,1,3195.0,0.185,0.162,0
CD Cet,8.60715,1,3130.0,0.175,0.161,0
CoRoT-32,576.683,1,5970.0,0.79,1.08,0
DS Tuc A,44.0622,1,5428.0,0.964,1.01,0
EPIC 201595106,232.1,2,5679.0,0.98,0.958,0
EPIC 211822797,186.197,1,4057.0,0.58,0.62,0
EPIC 211945201,181.69,1,6069.0,1.39,1.17,0
EPIC 220674823,244.59,2,5578.0,0.99,0.913,0
EPIC 229004835,121.971,1,5868.0,0.999,0.97,0
EPIC 246851721,372.632,1,6202.0,1.586,1.317,0
EPIC 248847494,551.886,1,4898.0,2.7,0.9,0
EPIC 249893012,321.296,3,5430.0,1.71,1.05,0
G 192-15,9.53114,2,2999.0,0.170718,0.132,0
G 261-6,10.6267,1,2907.0,0.153162,0.118,1
G 264-012,16.009,2,3326.0,0.305,0.297,0
G 268-110,,1,,0.177,0.137,0
G 9-40,27.9276,1,3395.0,0.3026,0.2952,0
GJ 1002,4.84867,2,3024.0,0.137,0.12,0
GJ 1132,12.613,1,3229.0,0.2211,0.1945,0
GJ 1252,20.373,1,3458.0,0.391,0.381,0
GJ 143,16.32,2,4640.0,0.695,0.73,0
GJ 238,15.2142,1,3485.0,0.4314,0.4193,0
GJ 251,5.58057,1,3451.0,0.364,0.36,0
GJ 3090,22.4751,1,3556.0,0.516,0.519,0
GJ 341,10.454,1,3770.0,0.5066,0.48,0
GJ 3473,27.3644,2,3347.0,0.364,0.36,0
GJ 357,9.44181,3,3505.0,0.337,0.342,0
GJ 367,9.41263,1,3522.0,0.458,0.455,0
GJ 3929,15.8095,2,3384.0,0.32,0.313,1
GJ 393,7.03149,1,3579.0,0.426,0.426,0
GJ 3988,9.9105,1,3273.0,0.19734,0.1842,0
GJ 411,5.675773,1,3719.0,0.3685,0.3899,0
GJ 486,8.07426,1,3317.0,0.3243,0.312,0
GJ 514,7.61778,1,3728.0,0.5,0.51,0
GJ 724,16.9658,1,3799.0,0.52226,0.5271,0
GJ 740,11.1017,1,3913.0,0.56,0.58,0
GJ 806,12.0445,2,3600.0,0.4144,0.413,0
GJ 887,3.29,2,3688.0,0.4712,0.489,0
GJ 9827,29.661,3,4236.0,0.58,0.62,0
GPX-1,655.013,1,7000.0,1.56,1.68,0
Gaia-1,363.66,1,5470.0,0.952,0.949,0
Gaia-2,209.229,1,5720.0,1.064,1.0,0
Gliese 12,12.21,1,3296.0,0.2617,0.2414,1
HAT-P-50,515.458,1,6280.0,1.698,1.273,0
HAT-P-51,440.089,1,5453.0,0.995,0.961,0
HAT-P-52,361.155,1,5131.0,0.893,0.887,0
HAT-P-53,666.802,1,5956.0,1.209,1.093,0
HAT-P-54,143.651,1,4390.0,0.617,0.645,0
HAT-P-55,511.388,1,5804.0,1.105,1.028,0
HAT-P-56,320.639,1,6566.0,1.47,1.42,0
HAT-P-57,279.86,1,6330.0,1.85,2.77,0
HAT-P-58,515.59,1,6078.0,1.53,1.031,0
HAT-P-59,265.471,1,5678.0,1.1038,1.008,0
HAT-P-60,233.22,1,6212.0,2.197,1.435,0
HAT-P-61,338.84,1,5587.0,0.938,1.004,0
HAT-P-62,348.815,1,5629.0,1.17,1.023,0
HAT-P-63,403.458,1,5400.0,0.9661,0.925,0
HAT-P-64,651.897,1,6457.0,1.735,1.298,0
HAT-P-65,738.519,1,5872.0,1.666,1.297,0
HAT-P-66,935.456,1,6002.0,1.881,1.255,0
HAT-P-67,371.686,1,6406.0,2.546,1.642,0
HAT-P-68,202.152,1,4508.0,0.6701,0.6785,0
HAT-P-69,341.263,1,7394.0,1.926,1.648,0
HAT-P-70,330.739,1,8450.0,1.858,1.89,0
HATS-13,421.855,1,5523.0,0.887,0.962,0
HATS-14,513.011,1,5346.0,0.933,0.967,0
HATS-16,757.044,1,5738.0,1.238,0.97,0
HATS-17,400.331,1,5846.0,1.091,1.131,0
HATS-18,624.368,1,5600.0,1.02,1.037,0
HATS-22,229.518,1,4803.0,0.689,0.759,0
HATS-24,494.182,1,6125.0,1.12,1.07,0
HATS-25,471.158,1,5715.0,1.107,0.994,0
HATS-26,861.843,1,6071.0,2.04,1.299,0
HATS-27,816.988,1,6438.0,1.74,1.415,0
HATS-30,342.14,1,5943.0,1.061,1.093,0
HATS-31,773.974,1,6050.0,1.87,1.275,0
HATS-32,745.116,1,5700.0,1.097,1.099,0
HATS-33,248.46,1,5659.0,1.022,1.062,0
HATS-34,508.842,1,5380.0,0.98,0.955,0
HATS-35,514.555,1,6300.0,1.433,1.317,0
HATS-36,856.436,1,5950.0,1.1,1.1,0
HATS-37 A,211.896,1,5326.0,0.877,0.843,0
HATS-38,343.525,1,5732.0,1.105,0.89,0
HATS-39,878.521,1,6572.0,1.621,1.379,0
HATS-40,1342.29,1,6460.0,2.26,1.561,0
HATS-41,737.668,1,6424.0,1.71,1.496,0
HATS-42,800.377,1,6060.0,1.48,1.273,0
HATS-43,362.273,1,5099.0,0.812,0.837,0
HATS-44,446.035,1,5080.0,0.847,0.86,0
HATS-45,772.11,1,6450.0,1.315,1.272,0
HATS-46,453.808,1,5495.0,0.853,0.917,0
HATS-47,300.67,1,4512.0,0.6564,0.674,0
HATS-48 A,263.609,1,4546.0,0.7152,0.7279,0
HATS-49,324.413,1,4405.0,0.6977,0.7133,0
HATS-51,389.57,1,5758.0,1.44,1.187,0
HATS-52,555.134,1,6010.0,1.046,1.111,0
HATS-53,585.77,1,5644.0,1.101,0.964,0
HATS-54,748.585,1,5621.0,1.23,1.05,0
HATS-55,609.838,1,6214.0,1.126,1.1955,0
HATS-56,564.409,1,6536.0,2.201,1.573,0
HATS-57,279.485,1,5587.0,0.96,1.026,0
HATS-58 A,403.591,1,7175.0,1.433,1.461,0
HATS-59,642.884,2,5670.0,1.036,1.038,0
HATS-6,169.318,1,3724.0,0.57,0.574,0
HATS-60,486.474,1,5688.0,1.46,1.097,0
HATS-61,679.761,1,5542.0,1.664,1.076,0
HATS-62,523.067,1,5416.0,0.933,0.896,0
HATS-63,623.232,1,5627.0,1.07,0.931,0
HATS-64,1080.15,1,6554.0,2.113,1.564,0
HATS-65,493.32,1,6277.0,1.31,1.257,0
HATS-66,1477.98,1,6626.0,1.841,1.411,0
HATS-67,960.109,1,6594.0,1.441,1.435,0
HATS-68,603.955,1,6147.0,1.748,1.351,0
HATS-69,414.537,1,5137.0,0.8785,0.892,0
HATS-7,240.707,1,4985.0,0.815,0.849,0
HATS-70,1458.83,1,7930.0,1.881,1.78,0
HATS-71,140.225,1,3405.0,0.4783,0.4861,0
HATS-72,127.589,1,4656.1,0.7214,0.7311,0
HATS-74 A,299.389,1,3776.9,0.5758,0.601,0
HATS-75,194.964,1,3790.4,0.5848,0.6017,0
HATS-76,385.689,1,4016.0,0.6259,0.662,0
HATS-77,436.176,1,4071.0,0.6428,0.655,0
HD 106315,109.353,2,6327.0,1.296,1.091,0
HD 108236,64.5978,4,5660.0,0.877,0.869,0
HD 109286,55.4156,1,5694.0,1.089,0.98,0
HD 109833,79.5561,2,5881.0,1.0,1.08,0
HD 110082,105.096,1,6200.0,1.19,1.21,0
HD 110113,106.307,2,5732.0,0.968,0.997,0
HD 115954,87.6437,1,5957.0,1.213,1.18,0
HD 135694,73.8713,1,5712.0,1.08,1.02,0
HD 136352,14.682,3,5664.0,1.058,0.87,0
HD 1397,79.5702,1,5521.0,2.336,1.324,0
HD 152843,107.898,2,6310.0,1.43,1.15,0
HD 15337,44.8155,2,5131.0,0.855,0.829,0
HD 158259,27.0498,1,5801.89,1.21,1.08,0
HD 15906,45.5621,2,4757.0,0.762,0.79,0
HD 164922,22.0016,1,5390.0,0.946,0.926,0
HD 183579,57.2651,1,5784.0,0.96,0.996,0
HD 18599,38.5653,1,5145.0,0.767,0.863,0
HD 191939,53.6089,5,5348.0,0.94,0.81,1
HD 202772 A,161.498,1,6272.0,2.591,1.72,0
HD 20329,63.6796,1,5596.0,1.13,0.9,0
HD 207496,23.606,1,4819.0,0.769,0.8,0
HD 207897,28.2938,1,5106.0,0.7827,0.8208,0
HD 211403,83.0919,1,6273.0,1.206,1.2,0
HD 213885,48.0883,1,5978.0,1.1011,1.068,0
HD 219134,6.53127,4,4699.0,0.778,0.81,0
HD 219666,94.1719,1,5540.0,1.059,1.02,0
HD 221416,95.5483,1,5080.0,2.943,1.212,0
HD 22496,13.5956,1,4385.0,0.674,0.684,0
HD 22946,62.7792,3,6169.0,1.117,1.098,0
HD 23472,39.0341,5,4684.0,0.71,0.67,0
HD 235088,41.1706,1,5087.0,0.7984,0.8531,0
HD 238090,15.2354,1,3933.0,0.57,0.578,0
HD 25463,45.6181,2,6353.0,1.4182,1.251,0
HD 260655,10.0055,2,3803.0,0.439,0.439,0
HD 2685,196.852,1,6801.0,1.56,1.43,0
HD 27969,67.9328,1,5966.0,1.27,1.16,0
HD 28109,139.611,3,6120.0,1.446,1.26,0
HD 307842,64.5997,1,5558.0,0.907,0.91,0
HD 3167,47.2899,3,5261.0,0.88,0.837,0
HD 332231,80.6665,1,6128.0,1.266,1.1642,0
HD 35843,69.6026,1,5666.0,0.897,0.94,0
HD 39091,18.2702,1,5998.0,1.17,1.07,0
HD 42618,24.3358,1,5727.0,0.999,1.015,0
HD 42813,68.192,3,5289.0,0.98,0.901,0
HD 48948,16.9043,3,4593.0,0.679,0.686,0
HD 5278,57.5846,1,6203.0,1.194,1.126,0
HD 56414,272.217,1,8500.0,1.751,1.89,0
HD 6061,67.6203,1,5934.0,1.0072,1.0269,0
HD 63433,22.4035,2,5634.0,0.9169,0.9883,0
HD 63935,48.9739,2,5513.0,0.9598,0.9406,0
HD 73344,35.26,1,6252.6,1.22,1.2,0
HD 73583,31.5666,2,4511.0,0.65,0.73,0
HD 77946,99.451,1,6007.0,1.3174,1.1973,0
HD 7924,16.9922,2,5075.0,0.7821,0.832,0
HD 80653,109.86,1,5959.0,1.22,1.18,0
HD 80869,85.3951,1,5837.0,1.062,1.06,0
HD 86226,45.683,1,5863.0,1.053,1.019,0
HD 89345,132.345,1,5576.0,1.747,1.157,0
HD 93963 A,82.3432,2,5908.0,1.0311,1.0844,0
HD 95338,36.9941,1,5212.0,0.87,0.83,0
HD 95544,87.8049,1,5722.0,1.088,1.01,0
HIP 113103,46.2122,1,4930.0,0.742,0.761,0
HIP 41378,106.289,2,6226.0,1.343,1.168,0
HIP 56998,12.7781,2,4675.0,0.63,0.653,0
HIP 65 A,61.7856,1,4590.0,0.7242,0.781,0
HIP 67522,127.28,1,5675.0,1.38,1.22,0
HIP 8152,101.694,2,5618.0,0.9603,0.9373,0
HIP 94235,58.5146,1,5991.0,1.08,1.094,0
HIP 9618,67.5478,2,5649.0,0.9593,0.942,0
HIP 97166,65.9501,1,5216.0,0.8418,0.9342,0
HN Lib,6.24442,1,3347.0,0.299,0.291,0
HR 858,31.964,3,6354.0,1.258,1.204,0
IRAS 04125+2902,159.244,1,4080.0,1.45,0.7,0
K2-10,272.36,1,5620.0,0.98,0.92,0
K2-100,188.959,1,5945.0,1.24,1.15,0
K2-104,189.289,1,3712.0,0.48,0.51,0
K2-105,197.989,1,5636.0,0.97,1.05,0
K2-108,477.295,1,5599.0,1.76,1.17,0
K2-11,329.309,1,5433.0,5.15,1.35,0
K2-110,116.474,1,5010.0,0.713,0.738,0
K2-111,200.394,1,5775.0,1.25,0.84,0
K2-113,635.722,1,5660.0,1.24,1.04,0
K2-114,475.758,1,4899.0,0.832,0.863,0
K2-115,413.591,1,5870.0,0.855,0.918,0
K2-117,101.632,2,3778.0,0.51,0.54,0
K2-119,365.581,1,4740.0,0.71,0.76,0
K2-12,326.381,1,5672.0,1.117,0.965,0
K2-121,169.398,1,4690.0,0.67,0.69,0
K2-122,72.0444,1,4009.0,0.59,0.63,0
K2-123,161.555,1,4035.0,0.59,0.62,0
K2-124,140.385,1,3570.0,0.388,0.39,0
K2-126,102.953,1,4339.0,0.65,0.69,0
K2-127,709.999,1,4575.0,0.66,0.72,0
K2-13,342.394,1,5698.0,0.78,0.8,0
K2-131,152.509,1,5120.0,0.7595,0.803,0
K2-132,609.818,1,4840.0,3.85,1.08,0
K2-133,75.1703,2,3655.0,0.455,0.461,1
K2-136,59.2474,3,4500.0,0.677,0.742,0
K2-138,202.585,6,5356.3,0.863,0.935,0
K2-14,364.048,1,3789.0,0.45,0.47,0
K2-140,347.917,1,5585.0,1.06,0.96,0
K2-141,61.8736,2,4570.0,0.681,0.708,0
K2-146,79.3002,1,3385.0,0.33,0.331,0
K2-147,90.5494,1,3690.0,0.578,0.563,0
K2-15,493.992,1,5131.0,0.68,0.72,0
K2-151,69.4798,1,3695.0,0.45,0.47,0
K2-152,108.449,1,4044.0,0.61,0.63,0
K2-153,143.125,1,3845.0,0.53,0.55,0
K2-154,129.356,2,4097.0,0.63,0.65,0
K2-155,72.7998,3,4258.0,0.58,0.65,0
K2-157,298.373,3,5334.0,0.86,0.89,0
K2-16,334.967,2,4742.0,0.66,0.68,0
K2-165,134.591,1,5185.0,0.803827,0.834847,0
K2-167,80.8994,1,6310.0,1.499,1.084,0
K2-17,125.106,1,4320.0,0.66,0.71,0
K2-174,99.9293,1,4455.0,0.676,0.7,0
K2-178,214.753,1,5525.0,0.887267,0.95109,0
K2-18,38.0266,1,3457.0,0.411,0.359,1
K2-180,203.896,1,5365.0,0.719,0.735,0
K2-182,154.83,1,5128.0,0.789,0.823,0
K2-188,446.821,1,5977.0,1.19,1.06,0
K2-19,289.827,3,5322.0,0.82,0.88,0
K2-199,107.518,2,4491.0,0.682,0.711,0
K2-21,83.6448,2,4222.06,0.646783,0.676023,0
K2-212,109.218,1,4349.0,0.678,0.622,0
K2-216,115.461,1,4503.0,0.72,0.7,0
K2-22,243.836,1,3879.0,0.58,0.595292,0
K2-222,101.321,1,5942.0,1.115,0.989,0
K2-232,130.72,1,6154.0,1.161,1.188,0
K2-233,67.5062,3,5033.0,0.71,0.79,0
K2-237,314.995,1,6180.0,1.236,1.256,0
K2-24,170.562,2,5625.0,1.16,1.07,0
K2-25,44.9565,1,3207.0,0.2932,0.2634,0
K2-253,876.565,1,6027.0,1.1,1.08,0
K2-26,99.0504,1,3785.0,0.52,0.56,0
K2-260,663.834,1,6860.0,1.755,1.637,0
K2-261,213.283,1,5490.0,1.663,1.107,0
K2-263,162.481,1,5368.0,0.85,0.88,0
K2-266,77.5586,4,4285.0,0.703,0.686,0
K2-27,249.645,1,5248.0,0.885,0.866,0
K2-271,564.454,1,5644.0,0.99,0.83,0
K2-275,123.438,2,4841.0,0.69,0.77,0
K2-277,113.123,1,5680.0,0.973,0.974,0
K2-28,62.9969,1,3214.0,0.288,0.257,0
K2-284,107.272,1,4140.0,0.607,0.63,0
K2-285,154.961,4,4975.0,0.787,0.83,0
K2-29,178.475,1,5358.0,0.86,0.94,0
K2-291,90.0562,1,5520.0,0.899,0.934,0
K2-292,114.293,1,5725.0,1.09,1.0,0
K2-295,232.801,1,4444.0,0.7,0.74,0
K2-3,44.0727,3,3844.0,0.546,0.549,1
K2-30,333.042,1,5425.0,0.844,0.9,0
K2-308,1314.53,1,6100.0,1.24,1.09,0
K2-315,56.9686,1,3300.0,0.196,0.174,0
K2-32,157.682,3,5271.0,0.86,0.83,0
K2-321,77.6888,1,3750.0,0.595,0.578,0
K2-329,233.237,1,5282.0,0.822,0.901,0
K2-330,160.125,1,6232.0,1.5,1.23,0
K2-333,343.99,1,5880.0,1.22,1.06,0
K2-334,371.823,1,6502.0,1.49,1.36,0
K2-34,348.646,1,6168.0,1.42,1.16,0
K2-344,75.1691,1,4374.0,0.49,0.51,0
K2-346,105.58,1,4801.0,0.7,0.71,0
K2-348,201.856,1,5077.0,0.85,0.83,0
K2-35,252.596,2,4402.71,0.619575,0.701968,0
K2-353,268.515,1,5698.0,0.99,0.87,0
K2-36,109.749,2,4916.0,0.718,0.79,0
K2-37,179.943,3,5413.0,0.85,0.9,0
K2-370,144.202,1,5377.0,0.971,0.984,0
K2-371,442.813,1,4925.0,0.736,0.958,0
K2-38,192.69,2,5705.0,1.141,1.054,0
K2-388,290.495,1,5367.0,0.897,0.842,0
K2-39,307.47,1,4881.0,2.97,0.66,0
K2-390,456.122,1,5558.0,0.966,0.789,0
K2-394,98.0152,1,4938.0,0.631,0.478,0
K2-4,231.828,1,4014.73,0.569359,0.635026,0
K2-403,246.599,1,5511.0,0.886,0.784,0
K2-405,197.234,1,4927.0,0.765,1.034,0
K2-415,21.8182,1,3173.0,0.1965,0.1635,0
K2-419 A,268.685,1,3711.0,0.541,0.562,0
K2-43,182.536,1,3840.6,0.542,0.571,0
K2-44,476.703,1,5912.0,1.58,1.15,0
K2-45,495.317,1,4103.0,0.445,0.503,0
K2-46,449.237,1,6256.0,1.29,0.96,0
K2-5,202.943,2,3930.0,0.57,0.61,0
K2-52,1038.41,1,7147.0,2.192,1.691,0
K2-53,138.018,1,5263.0,0.807,0.851,0
K2-54,174.955,1,3990.0,0.643,0.615,0
K2-55,159.522,1,4456.0,0.63,0.696,0
K2-57,264.213,1,4413.0,0.671,0.699,0
K2-6,316.819,1,5850.0,0.96,0.97,0
K2-60,491.87,1,5500.0,1.12,0.97,0
K2-66,513.877,1,5887.0,1.67,1.11,0
K2-7,738.553,1,5700.0,1.533,1.056,0
K2-77,141.731,1,5160.0,0.792,0.847,0
K2-79,256.011,1,5897.0,1.265,1.066,0
K2-8,403.513,2,4870.0,0.74,0.78,0
K2-87,491.242,1,5747.0,1.401,1.164,0
K2-9,82.9631,1,3390.0,0.31,0.3,1
K2-90,134.188,1,4484.0,0.619,0.629,0
K2-97,878.43,1,4673.0,4.14,1.17,0
K2-98,518.625,1,6260.0,1.518,1.246,0
KELT-10,188.404,1,5948.0,1.209,1.112,0
KELT-11,99.1596,1,5375.0,2.69,1.44,0
KELT-12,368.03,1,6279.0,2.37,1.591,0
KELT-14,250.121,1,5720.0,1.52,1.239,0
KELT-15,324.683,1,6003.0,1.78,2.06,0
KELT-16,444.586,1,6236.0,1.36,1.211,0
KELT-17,226.5,1,7454.0,1.645,1.635,0
KELT-18,321.376,1,6670.0,1.908,1.524,0
KELT-19 A,300.276,1,7500.0,1.83,1.62,0
KELT-20,136.426,1,8720.0,1.565,1.76,0
KELT-21,470.878,1,7598.0,1.638,1.458,0
KELT-23 A,126.261,1,5899.0,0.996,0.944,0
KELT-24,96.5173,1,6426.0,1.338,1.268,0
KELT-4 A,218.05,1,6206.0,1.603,1.201,0
KELT-7,136.681,1,6768.0,1.81,1.76,0
KELT-8,197.572,1,5754.0,1.46,0.81,0
KELT-9,204.455,1,10170.0,2.362,2.52,0
KIC 5437945,1274.01,2,6146.0,1.24,1.07,0
KIC 9663113,1594.74,2,6065.0,1.03,0.98,0
KOBE-1,23.9718,2,4135.0,0.619,0.629,0
KOI-12,399.398,1,6635.0,1.4,1.5,0
KOI-1599,1131.64,2,5833.0,0.972,1.02,0
KOI-1783,865.73,2,5922.0,1.143,1.076,0
KOI-2513,1369.87,1,5900.0,1.2,0.91,0
KOI-3503,887.064,2,6001.0,1.255,0.858,0
KOI-3680,921.986,1,5830.0,0.96,1.01,0
KOI-4777,172.245,1,3515.0,0.4,0.41,0
KOI-7368,264.995,1,5241.0,0.874,0.879,0
KOI-7892,1072.3,1,6474.0,1.242,1.148,0
KOI-7913 A,271.277,1,4324.0,0.788,0.76,0
KOI-984,252.667,1,5295.0,0.818,0.928,0
KPS-1,262.706,1,5165.0,0.907,0.892,0
Kepler-1000,1115.62,1,6453.0,1.51,1.4,0
Kepler-1001,928.978,2,5376.0,0.836475,0.9,0
Kepler-1002,408.303,1,6144.0,1.57,1.22,0
Kepler-1003,941.902,1,6109.0,1.17,1.11,0
Kepler-1004,1152.68,1,4972.0,3.39,1.11,0
Kepler-1005,567.806,1,5782.0,1.06,1.0,0
Kepler-1006,1081.738,1,5328.0,0.74,0.78,0
Kepler-1007,365.0,1,4587.0,0.7,0.73,0
Kepler-1008,282.565,1,5066.0,0.78,0.81,0
Kepler-1009,355.019,1,4027.0,0.57,0.59,0
Kepler-1010,579.273,1,5253.0,0.82,0.86,0
Kepler-1011,736.779,1,5416.0,0.88,0.91,0
Kepler-1012,411.077,1,5556.0,0.91,0.95,0
Kepler-1013,422.246,1,4954.0,0.76,0.81,0
Kepler-1014,624.8,1,5388.0,0.84,0.88,0
Kepler-1015,739.357,1,6769.0,1.81,1.49,0
Kepler-1016,1402.82,2,5821.0,1.0,0.99,0
Kepler-1017,552.058,1,5473.0,0.87,0.93,0
Kepler-1018,1010.01,1,5518.0,0.88,0.91,0
Kepler-1019,194.182,1,4433.0,0.67,0.7,0
Kepler-1020,415.358,1,5227.0,0.8,0.87,0
Kepler-1021,810.082,1,5431.0,0.86,0.89,0
Kepler-1022,420.042,1,4445.0,0.68,0.71,0
Kepler-1023,694.175,1,5494.0,0.89,0.93,0
Kepler-1024,1087.4,1,5143.0,0.78,0.81,0
Kepler-1025,803.776,1,6089.0,1.13,1.09,0
Kepler-1026,351.239,1,4948.0,0.75,0.79,0
Kepler-1027,405.104,1,5436.0,0.82,0.91,0
Kepler-1028,607.916,1,5522.0,0.87,0.9,0
Kepler-1029,366.656,1,5030.0,0.77,0.82,0
Kepler-1030,758.702,1,4983.0,0.76,0.8,0
Kepler-1031,682.882,1,6011.0,1.12,1.09,0
Kepler-1032,673.01,1,4647.0,0.71,0.77,0
Kepler-1033,1455.5,1,5547.0,0.92,0.94,0
Kepler-1034,654.549,1,5198.0,0.8,0.83,0
Kepler-1035,562.116,1,5763.0,0.97,0.98,0
Kepler-1036,489.435,1,5533.0,0.89,0.95,0
Kepler-1037,446.914,1,5105.0,0.78,0.82,0
Kepler-1038,584.136,2,5159.0,0.821,0.868,1
Kepler-1039,306.91,1,4870.0,0.74,0.79,0
Kepler-1040,482.119,1,5694.0,0.96,0.98,1
Kepler-1041,1485.82,1,5957.0,1.08,1.06,0
Kepler-1042,659.0,1,4815.0,0.72,0.75,0
Kepler-1043,903.332,1,5629.0,0.9,0.92,0
Kepler-1044,1278.96,1,5985.0,1.11,1.08,0
Kepler-1045,942.485,1,5301.0,0.82,0.86,0
Kepler-1046,721.534,1,5913.0,1.04,1.04,0
Kepler-1047,817.647,2,5754.0,1.13,1.08,0
Kepler-1048,556.006,1,4651.0,0.7,0.75,0
Kepler-1049,162.006,1,3864.0,0.49,0.51,0
Kepler-1050,490.488,2,6010.0,1.13,1.09,0
Kepler-1051,829.343,1,6675.0,1.73,1.43,0
Kepler-1052,943.444,2,5818.0,0.848,0.937,1
Kepler-1053,151.129,1,4529.0,0.69,0.74,0
Kepler-1054,1090.51,1,6209.0,1.34,1.22,0
Kepler-1055,389.397,1,5723.0,0.94,0.98,0
Kepler-1056,982.51,1,6127.0,1.2,1.12,0
Kepler-1057,1201.82,1,5987.0,1.1,1.07,0
Kepler-1058,491.997,1,4644.0,0.69,0.73,0
Kepler-1059,713.167,1,4906.0,0.72,0.75,0
Kepler-1060,946.565,1,5797.0,0.99,0.99,0
Kepler-1061,543.375,1,6067.0,1.07,1.09,0
Kepler-1062,397.455,1,4597.0,0.7,0.75,0
Kepler-1063,343.226,1,5945.0,1.14,1.09,0
Kepler-1064,374.0,1,5153.0,0.79,0.85,0
Kepler-1065,1122.48,2,5635.0,0.93,0.94,0
Kepler-1066,344.251,1,5762.0,0.98,0.98,0
Kepler-1067,667.693,2,5592.0,0.93,0.95,0
Kepler-1068,1473.61,1,5806.0,1.01,1.01,0
Kepler-1069,695.967,1,5722.0,0.98,0.99,0
Kepler-1070,939.001,1,6261.0,1.32,1.21,0
Kepler-1071,1042.27,1,5215.0,0.81,0.86,0
Kepler-1072,982.716,1,6199.0,1.32,1.2,0
Kepler-1073,809.897,3,5509.0,1.0,0.924,0
Kepler-1074,250.817,1,4002.0,0.57,0.6,0
Kepler-1075,291.275,1,3959.0,0.54,0.56,0
Kepler-1076,199.0,1,4868.0,0.74,0.79,0
Kepler-1077,1101.42,1,5816.0,1.02,1.02,0
Kepler-1078,2481.71,1,5612.0,0.92,0.94,0
Kepler-1079,591.098,1,5758.0,1.36,1.08,0
Kepler-1080,1382.82,1,5956.0,1.16,1.1,0
Kepler-1081,420.215,1,5345.0,0.84,0.88,0
Kepler-1082,739.557,1,5923.0,1.14,1.03,0
Kepler-1083,902.633,1,5049.0,0.77,0.81,0
Kepler-1084,405.533,1,6113.0,1.28,1.12,0
Kepler-1085,1364.53,2,5816.0,1.0783,1.05,0
Kepler-1086,466.084,2,4350.0,0.66,0.7,0
Kepler-1087,362.623,1,5589.0,0.94,0.96,0
Kepler-1088,280.629,1,5975.0,1.08,1.08,0
Kepler-1089,259.328,1,3753.0,0.49,0.52,0
Kepler-1090,858.77,2,5321.0,0.82,0.86,1
Kepler-1091,914.299,1,5851.0,1.03,1.01,0
Kepler-1092,981.233,1,5862.0,1.0,0.99,0
Kepler-1093,1072.88,2,6166.0,1.2,1.13,0
Kepler-1094,1291.01,1,6112.0,1.21,1.14,0
Kepler-1095,792.522,1,5658.0,0.92,0.94,0
Kepler-1096,377.976,1,4306.0,0.63,0.66,0
Kepler-1097,719.802,1,5211.0,0.79,0.82,1
Kepler-1098,1049.19,1,5794.0,0.99,0.99,0
Kepler-1099,1022.8,1,5837.0,1.0,1.01,0
Kepler-1100,693.618,1,6247.0,1.34,1.21,0
Kepler-1101,742.473,1,5614.0,0.91,0.94,0
Kepler-1102,1246.05,1,5724.0,0.94,0.96,0
Kepler-1103,1331.92,1,6092.0,1.15,1.11,0
Kepler-1104,530.658,1,6417.0,1.41,1.3,0
Kepler-1105,318.004,1,4299.0,0.68,0.71,0
Kepler-1106,1090.7,1,6104.0,1.17,1.11,0
Kepler-1107,428.798,1,5268.0,0.82,0.86,0
Kepler-1108,767.701,1,5406.0,0.84,0.88,0
Kepler-1109,685.087,1,5893.0,1.06,1.05,0
Kepler-1110,726.828,1,4781.0,0.7,0.73,0
Kepler-1111,841.536,1,6077.0,1.15,1.1,0
Kepler-1112,1671.28,1,6496.0,1.54,1.34,0
Kepler-1113,1073.88,1,5931.0,1.17,1.12,0
Kepler-1114,418.417,1,5374.0,0.83,0.87,0
Kepler-1115,983.245,1,8480.0,1.73,1.6,0
Kepler-1116,1008.57,1,5641.0,0.93,0.95,0
Kepler-1117,568.487,1,5612.0,0.93,0.95,0
Kepler-1118,888.325,1,5688.0,0.97,0.96,0
Kepler-1119,1757.23,1,6083.0,1.17,1.11,0
Kepler-1120,615.231,1,4904.0,0.74,0.78,0
Kepler-1121,482.047,1,6231.0,1.59,1.29,0
Kepler-1122,1230.42,1,5544.0,0.89,0.92,0
Kepler-1123,704.323,1,5500.0,0.9,0.93,0
Kepler-1124,289.899,1,3658.0,0.34,0.35,0
Kepler-1125,2011.41,1,5683.0,0.94,0.95,0
Kepler-1126,635.736,2,5678.0,0.921,0.794,1
Kepler-1127,842.459,1,5664.0,0.95,0.97,0
Kepler-1128,1083.41,1,5543.0,0.91,0.94,0
Kepler-1129,1183.88,2,5831.0,1.0,1.0,0
Kepler-1130,249.343,3,5403.0,0.81,0.9,0
Kepler-1131,1030.7,1,5851.0,1.04,1.03,0
Kepler-1132,867.931,1,5298.0,0.83,0.87,0
Kepler-1133,753.135,1,5569.0,0.9,0.93,0
Kepler-1134,944.445,1,5281.0,0.81,0.84,0
Kepler-1135,1314.64,1,5656.0,0.94,0.96,0
Kepler-1136,491.406,1,4512.0,0.68,0.72,0
Kepler-1137,921.778,1,6807.0,1.84,1.5,0
Kepler-1138,872.328,1,5582.0,0.92,0.95,0
Kepler-1139,495.156,1,5550.0,0.91,0.94,0
