pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_eqt,pl_insol,pl_orbsmax,pl_dens,st_teff,st_rad,st_mass,sy_dist,sy_pnum,sy_snum
Kepler-729 b,Kepler-729,Transit,2016,3.166353714,3.58,12.5,1273.0,1089.549,0.0432,1.5,5633.0,0.91,0.94,1921.15,1,1
Kepler-687 b,Kepler-687,Transit,2016,20.50586978,3.52,12.2,518.0,15.648,0.1326,1.54,4841.0,0.73,0.77,633.66,1,1
Kepler-1115 b,Kepler-1115,Transit,2016,23.5540725,1.7,3.53,1381.0,516.101,0.2134,3.95,8480.0,1.73,1.6,983.245,1,1
Kepler-1073 b,Kepler-1073,Transit,2016,8.67888593,2.3,5.9,905.0,128.55,0.0805,2.66,5792.0,1.0,1.0,809.897,3,1
Kepler-899 b,Kepler-899,Transit,2016,19.17891293,2.68,7.65,640.0,62.198,0.1392,2.18,5595.0,0.91,0.93,1246.43,1,1
Kepler-1255 b,Kepler-1255,Transit,2016,36.2919336,2.32,5.99,694.0,39.671,0.2226,2.64,6018.0,1.12,1.08,1617.07,1,1
K2-55 b,K2-55,Transit,2016,2.849258,3.82,14.0,912.0,115.0,0.03486,1.38,4456.0,0.63,0.696,159.522,1,1
Kepler-1447 b,Kepler-1447,Transit,2016,56.6747285,2.9,8.75,522.0,10.349,0.2836,1.97,5722.0,0.95,0.97,890.296,1,1
K2-108 b,K2-108,Transit,2017,4.733999,5.33,59.4,1360.0,762.0,0.0581,2.22,5599.0,1.76,1.17,477.295,1,1
TOI-220 b,TOI-220,Transit,2021,10.695264,3.03,13.8,805.0,66.8553,0.08911,2.73,5298.0,0.858,0.825,90.7402,1,1
HD 23472 d,HD 23472,Transit,2022,3.97664,0.75,0.55,909.0,117.0,0.04298,7.5,4684.0,0.71,0.67,39.0341,5,1
TOI-5726.01,TOI-5726,Transit,2024,5.491125215,2.554,7.05,1093.03,338.95,0.062186,2.33,5874.0,1.106,1.06,108.848,1,1
TOI-2285 b,TOI-2285,Transit,2021,13.635109,1.77,19.5,358.0,3.91,0.1363,NaN,3491.0,0.464,0.454,42.409,1,1
Kepler-659 b,Kepler-659,Transit,2016,17.671796,2.5,6.8,513.0,21.309,0.1204,2.39,4870.0,0.74,0.79,722.64,1,1
Kepler-903 b,Kepler-903,Transit,2016,10.3507721,2.01,4.7,842.0,274.845,0.09081,3.18,5682.0,0.97,0.98,1369.24,2,1
TOI-411 c,HD 22946,Transit,2022,9.573083,2.328,9.72,931.0,156.75,0.1017,3.15,6169.0,1.117,1.098,62.7792,3,1
Kepler-1118 b,Kepler-1118,Transit,2016,38.6715075,2.74,7.95,502.0,20.011,0.2079,2.12,5688.0,0.97,0.96,888.325,1,1
Kepler-620 b,Kepler-620,Transit,2016,12.91375431,3.32,11.0,849.0,219.051,0.1053,1.65,6155.0,1.22,1.15,1355.28,1,1
HAT-P-51 b,HAT-P-51,Transit,2015,4.21802091,13.50682174,97.57332095,1168.2,310.0,0.05042,0.218,5453.0,0.995,0.961,440.089,1,1
Kepler-1755 b,Kepler-1755,Transit,2021,24.81209946,5.91688317,29.4,631.0,37.43,0.1668,0.78,6086.0,0.921,1.003,982.383,1,1
Kepler-664 b,Kepler-664,Transit,2016,2.525593315,2.66,7.56,1406.0,652.435,0.0374,2.21,5754.0,1.02,1.01,1210.12,1,1
Kepler-1123 b,Kepler-1123,Transit,2016,4.33946454,1.67,3.43,1061.0,190.016,0.0497,4.05,5500.0,0.9,0.93,704.323,1,1
Kepler-1098 b,Kepler-1098,Transit,2016,2.543072855,1.3,2.24,1319.0,995.67,0.0358,5.6,5794.0,0.99,0.99,1049.19,1,1
Kepler-1084 b,Kepler-1084,Transit,2016,2.05333679,1.11,1.41,1737.0,1766.593,0.0324,5.67,6113.0,1.28,1.12,405.533,1,1
Kepler-520 b,Kepler-520,Transit,2016,19.67416124,1.66,3.39,711.0,59.77,0.14628,4.07,6112.0,1.09,1.1,623.901,2,1
Kepler-1895 b,Kepler-1895,Transit,2021,6.070290089,2.11934728,5.14,789.0,91.45,0.0615,2.97,5076.0,0.763,0.86,984.187,1,1
Kepler-1669 b,Kepler-1669,Transit,2020,9.51216,2.78043818,8.15,530.0,18.66,0.0745,2.08,4303.0,0.714145,0.67,543.444,3,1
Kepler-351 d,Kepler-351,Transit,2016,142.544247,2.72,7.85,318.0,1.989,0.5177,2.14,5225.0,0.78,0.81,1083.91,3,1
Kepler-1373 b,Kepler-1373,Transit,2016,1.29123275,1.16,1.65,1887.0,8385.9,0.02598,5.81,6299.0,1.33,1.22,1699.46,1,1
Kepler-1104 b,Kepler-1104,Transit,2016,5.03728015,1.23,2.04,1321.0,813.524,0.06321,6.02,6417.0,1.41,1.3,530.658,1,1
Kepler-452 b,Kepler-452,Transit,2015,384.843,1.63,3.29,265.0,1.1,1.046,4.17,5757.0,1.11,1.037,551.727,1,1
Kepler-1499 b,Kepler-1499,Transit,2016,44.2008,1.19,1.81,409.0,7.371,0.23225,5.9,5097.0,0.78,0.82,309.869,1,1
Kepler-1735 b,Kepler-1735,Transit,2021,7.71792984,1.19429134,1.84,502.0,15.01,0.0621,5.94,3975.0,0.509,0.535,245.303,1,1
TRAPPIST-1 b,TRAPPIST-1,Transit,2016,1.510826,1.116,1.374,397.6,4.153,0.01154,5.441939,2566.0,0.1192,0.0898,12.42988881,7,1
TRAPPIST-1 c,TRAPPIST-1,Transit,2016,2.421937,1.097,1.308,339.7,2.214,0.0158,5.463993,2566.0,0.1192,0.0898,12.42988881,7,1
TRAPPIST-1 d,TRAPPIST-1,Transit,2016,4.049219,0.788,0.388,286.2,1.115,0.02227,4.366784,2566.0,0.1192,0.0898,12.42988881,7,1
WASP-121 b,WASP-121,Transit,2016,1.27492504,19.64934317,367.7274669,2720.0,6216.41,0.02596,0.266,6776.0,1.458,1.358,269.898,1,1
HIP 41378 b,HIP 41378,Transit,2016,15.572098,2.44317,6.54,912.0,115.206,,2.46,6226.0,1.343,1.168,106.289,5,1
HIP 41378 c,HIP 41378,Transit,2016,31.70648,2.56,7.08,696.5,55.6175,,2.32,6226.0,1.343,1.168,106.289,5,1
WASP-136 b,WASP-136,Transit,2016,5.215357,15.46842,479.9233,1742.0,1843.4633,0.0661,0.773,6260.0,2.21,1.41,275.587,1,1
TRAPPIST-1 e,TRAPPIST-1,Transit,2017,6.101013,0.92,0.692,249.7,0.646,0.02925,4.901605,2566.0,0.1192,0.0898,12.42988881,7,1
TRAPPIST-1 f,TRAPPIST-1,Transit,2017,9.20754,1.045,1.039,217.7,0.373,0.03849,5.022904,2566.0,0.1192,0.0898,12.42988881,7,1
TRAPPIST-1 g,TRAPPIST-1,Transit,2017,12.352446,1.129,1.321,197.3,0.252,0.04683,5.055986,2566.0,0.1192,0.0898,12.42988881,7,1
TRAPPIST-1 h,TRAPPIST-1,Transit,2017,18.772866,0.755,0.326,171.7,0.144,0.06189,4.16278,2566.0,0.1192,0.0898,12.42988881,7,1
WASP-172 b,WASP-172,Transit,2018,5.477433,17.59813,149.3801,1740.0,1506.5,0.0694,0.16,6900.0,1.91,1.49,538.11,1,1
WASP-173 A b,WASP-173 A,Transit,2018,1.38665318,13.4508,1172.7927,1880.0,1920.0,0.0248,2.84,5800.0,1.11,1.05,232.98,1,2
Kepler-777 b,Kepler-777,Transit,2016,5.72812599,1.47,2.76,569.0,33.953,0.0519,4.77,4043.0,0.56,0.58,443.106,1,1
XO-7 b,XO-7,Transit,2019,2.8641424,15.389957,225.34147,1743.0,1540.0,0.04421,0.34,6250.0,1.48,1.405,234.149,1,1
Kepler-844 b,Kepler-844,Transit,2016,2.613020856,1.68,3.46,713.0,89.652,0.0298,4.01,4128.0,0.57,0.59,431.776,1,1
WASP-148 b,WASP-148,Transit,2020,8.803809,8.47398941,91.21675281,940.0,72.699,0.08215,0.831,5555.0,0.912,0.954,246.353,2,1
WASP-186 b,WASP-186,Transit,2020,5.026799,12.44199,1341.2426,1378.4,853.1355,0.06,3.821,6361.0,1.47,1.22,278.514,1,1
Kepler-1749 b,Kepler-1749,Transit,2021,14.53409958,1.61301783,3.23,420.0,7.34,0.0956,4.23,3957.0,0.553,0.551,268.2,1,1
Kepler-834 b,Kepler-834,Transit,2016,13.32388301,2.02,4.74,378.0,11.845,0.0862,3.16,4554.0,0.66,0.7,633.937,1,1
Kepler-833 b,Kepler-833,Transit,2016,18.7546998,2.02,4.74,382.0,8.313,0.1139,3.16,4339.0,0.62,0.64,467.37,1,1
Kepler-801 b,Kepler-801,Transit,2016,11.41928253,2.0,4.66,419.0,14.442,0.0795,3.2,4435.0,0.63,0.67,440.426,1,1
Kepler-787 b,Kepler-787,Transit,2016,0.928310498,1.28,2.18,1115.0,493.553,0.0159,5.71,4248.0,0.62,0.65,503.568,1,1
TOI-1846 b,TOI-1846,Transit,2025,3.9306737,1.792,3.87,568.1,17.35,0.03646,3.7,3568.0,0.397,0.418,47.2496,1,1
Kepler-898 b,Kepler-898,Transit,2016,5.8706191,1.49,2.83,616.0,37.11,0.0545,4.7,4223.0,0.62,0.65,484.891,1,1
Kepler-901 b,Kepler-901,Transit,2016,3.517494394,1.37,2.45,704.0,68.723,0.0378,5.24,4184.0,0.57,0.59,253.867,1,1
Kepler-732 c,Kepler-732,Transit,2016,0.893041236,1.27,2.15,893.0,199.846,0.0143,5.77,3631.0,0.46,0.49,174.826,2,1
Kepler-2000 b,Kepler-2000,Transit,2023,6.383159135,2.73,7.9,530.0,18.73,0.0562,2.13,3757.0,0.576,0.581,320.588,2,1
Kepler-1712 b,Kepler-1712,Transit,2021,13.81499958,2.28372556,5.83,391.0,5.52,0.0903,2.69,3732.0,0.509,0.515,156.264,1,1
TOI-5882 b,TOI-5882,Transit,2025,7.148972,11.46678726,6995.40323807,1515.0,4792.5,0.0804,25.4,5920.0,2.26,1.334,416.104,1,1
Kepler-138 e,Kepler-138,Transit Timing Variations,2022,38.23,0.797,0.43,292.0,1.73,0.1803,4.67,3841.0,0.535,0.535,66.8624,4,1
Kepler-1650 b,Kepler-1650,Transit,2017,1.53818001,0.96,0.84,602.0,54.562,0.0167,5.22,3410.0,0.334,0.326,134.397,1,1
Kepler-1761 b,Kepler-1761,Transit,2021,4.043540001,1.39109603,2.51,613.0,33.34,0.0413,5.12,3871.0,0.532,0.573,221.186,1,1
GJ 341 b,GJ 341,Transit,2025,7.57686,0.88,4.0,629.0,13.8,,NaN,3770.0,0.5066,0.48,10.454,1,1
Kepler-974 b,Kepler-974,Transit,2016,4.194496514,1.57,3.09,577.0,28.511,0.0419,4.39,3687.0,0.5,0.52,134.311,2,1
Kepler-988 b,Kepler-988,Transit,2016,17.76080053,2.07,4.94,368.0,6.56,0.1085,3.06,4005.0,0.53,0.55,304.889,1,1
Kepler-953 b,Kepler-953,Transit,2016,88.40655258,4.21,16.5,410.0,5.84,0.392,1.22,5416.0,0.99,0.95,258.893,2,1
Kepler-994 b,Kepler-994,Transit,2016,1.151166506,1.6,3.19,957.0,243.984,0.0177,4.28,3934.0,0.54,0.56,188.158,1,1
Kepler-1049 b,Kepler-1049,Transit,2016,3.273460736,0.95,0.809,625.0,50.427,0.0349,5.18,3864.0,0.49,0.51,162.006,1,1
Kepler-1124 b,Kepler-1124,Transit,2016,2.852348975,1.28,2.18,621.0,50.777,0.0305,5.71,3658.0,0.34,0.35,289.899,1,1
Kepler-1805 b,Kepler-1805,Transit,2021,8.847940445,1.54502915,3.0,479.0,12.48,0.0699,4.47,3867.0,0.552,0.581,221.639,1,1
Kepler-1074 b,Kepler-1074,Transit,2016,5.94566534,1.25,2.1,568.0,27.569,0.0536,5.91,4002.0,0.57,0.6,250.817,1,1
Kepler-1089 b,Kepler-1089,Transit,2016,5.132485618,1.83,4.01,584.0,26.266,0.0497,3.6,3753.0,0.49,0.52,259.328,1,1
Kepler-1798 b,Kepler-1798,Transit,2021,16.85589981,2.30911251,5.94,408.0,6.52,0.1082,2.65,3967.0,0.587,0.593,395.196,1,1
Kepler-1152 b,Kepler-1152,Transit,2016,1.646801908,0.87,0.59,806.0,139.601,0.0223,4.92,3964.0,0.53,0.55,215.233,1,1
Kepler-1826 b,Kepler-1826,Transit,2021,1.615360022,1.47519116,2.78,806.0,99.32,0.0213,4.76,3821.0,0.486,0.49,336.952,1,1
Kepler-1855 b,Kepler-1855,Transit,2021,0.727330983,1.216205,1.96,849.0,86.97,0.0115,5.99,3460.0,0.356,0.385,,1,1
Kepler-1687 b,Kepler-1687,Transit,2020,5.77954,1.65623882,3.38,598.0,30.22,0.0532,4.09,4132.0,0.726119,0.65,417.014,1,1
KOI-134 b,KOI-134,Transit,2025,67.1277,12.03844527,346.43296363,659.0,45.0,0.363,1.09,6160.0,1.667,1.407,1159.21,2,1
Kepler-1308 b,Kepler-1308,Transit,2016,2.104338119,0.52,0.0933,662.0,58.108,0.025,3.65,3468.0,0.34,0.35,112.705,1,1
Kepler-1319 b,Kepler-1319,Transit,2016,2.886762645,1.34,2.36,557.0,38.452,0.0296,5.39,3655.0,0.54,0.56,103.917,1,2
Kepler-1321 b,Kepler-1321,Transit,2016,11.12830484,4.92,21.5,408.0,13.547,0.0781,0.992,4094.0,0.53,0.54,769.146,3,1
Kepler-1350 b,Kepler-1350,Transit,2016,4.4968604,2.52,6.9,535.0,27.176,0.0413,2.37,3827.0,0.53,0.55,340.691,2,1
Kepler-1366 b,Kepler-1366,Transit,2016,2.164570968,1.43,2.63,783.0,134.981,0.0273,4.94,4070.0,0.6,0.62,465.826,1,1
Kepler-1388 b,Kepler-1388,Transit,2016,12.2854603,2.59,7.22,434.0,17.674,0.0882,2.28,4098.0,0.61,0.63,453.795,4,1
Kepler-2000 c,Kepler-2000,Transit,2023,20.6180348,1.57,3.09,359.0,3.92,0.1228,4.39,3757.0,0.576,0.581,320.588,2,1
Kepler-1321 c,Kepler-1321,Transit,2016,2.226491086,2.4,6.35,697.0,115.909,0.0267,2.52,4094.0,0.53,0.54,769.146,3,1
Kepler-1321 d,Kepler-1321,Transit,2021,5.720920086,2.62843782,7.41,509.0,15.84,0.0501,2.24,3640.0,0.503,0.513,769.146,3,1
Kepler-1388 c,Kepler-1388,Transit,2016,5.53608151,2.26,5.73,566.0,51.044,0.0519,2.73,4098.0,0.61,0.63,453.795,4,1
Kepler-1439 b,Kepler-1439,Transit,2016,8.07392849,1.46,2.73,420.0,9.081,0.0594,4.82,3578.0,0.43,0.46,225.393,1,1
Kepler-440 b,Kepler-440,Transit,2015,101.11141,1.86,4.12,229.0,1.2,0.242,3.52,4134.0,0.559,0.575,301.03,1,1
Kepler-691 b,Kepler-691,Transit,2016,8.114379,2.09,5.02,460.0,12.995,0.0649,3.02,3715.0,0.5,0.53,279.115,1,1
Kepler-1455 b,Kepler-1455,Transit,2016,49.276764,2.16,5.31,298.0,1.533,0.2149,2.9,4075.0,0.6,0.62,357.621,1,1
Kepler-953 c,Kepler-953,Transit,2016,9.10967112,1.19,1.81,873.0,121.04,0.0862,5.9,5416.0,0.99,0.95,258.893,2,1
Kepler-622 b,Kepler-622,Transit,2016,14.28226676,2.13,5.18,446.0,12.486,0.0978,2.95,4201.0,0.61,0.64,284.761,1,1
Kepler-705 b,Kepler-705,Transit,2016,56.0560538,2.11,5.1,265.0,0.729,0.232,2.98,3722.0,0.51,0.53,276.881,1,1
Kepler-1904 b,Kepler-1904,Transit,2021,4.577020168,1.3904994,2.51,567.0,24.38,0.0436,5.13,3805.0,0.497,0.526,270.854,1,1
Kepler-1350 c,Kepler-1350,Transit,2016,1.766789062,1.73,3.64,730.0,94.054,0.0222,3.86,3827.0,0.53,0.55,340.691,2,1
Kepler-1388 d,Kepler-1388,Transit,2016,20.9568158,2.86,8.55,363.0,8.66,0.126,2.01,4098.0,0.61,0.63,453.795,4,1
Kepler-1388 e,Kepler-1388,Transit,2016,37.6327084,2.46,6.62,299.0,3.97,0.1861,2.44,4098.0,0.61,0.63,453.795,4,1
Kepler-732 b,Kepler-732,Transit,2016,9.467814048,2.18,5.39,407.0,8.559,0.0691,2.86,3631.0,0.46,0.49,174.826,2,1
Kepler-737 b,Kepler-737,Transit,2016,28.59915399,1.96,4.5,298.0,2.297,0.1422,3.28,3813.0,0.48,0.51,205.118,1,1
Kepler-1646 b,Kepler-1646,Transit,2016,4.48558383,1.23,2.04,365.0,4.2,0.0295,6.02,3299.0,0.26,0.24,127.591,1,1
Kepler-617 b,Kepler-617,Transit,2016,1.682696148,1.32,2.3,750.0,100.295,0.0219,5.5,3712.0,0.48,0.51,173.354,1,1
Kepler-551 b,Kepler-551,Transit,2016,12.3764661,2.73,7.9,483.0,14.386,0.0893,2.13,4286.0,0.63,0.65,311.175,1,1
Kepler-568 b,Kepler-568,Transit,2016,11.02347475,2.26,5.73,429.0,8.37,0.0794,2.73,3768.0,0.53,0.55,130.645,1,1
Kepler-674 b,Kepler-674,Transit,2016,2.243381847,1.69,3.5,822.0,146.511,0.028,3.98,4192.0,0.57,0.6,342.254,1,1
Kepler-676 b,Kepler-676,Transit,2016,11.59822172,3.04,9.48,396.0,8.241,0.0798,1.85,3701.0,0.49,0.51,295.196,1,1
TOI-1683.01,TOI-1683,Transit,2024,3.0575356,2.6382,7.45,929.25,163.056,0.036507593,2.23,4402.0,0.7,0.694661,51.1884,1,1
HD 20329 b,HD 20329,Transit,2022,0.926118,1.72,7.42,2141.0,3474.0,0.018,8.06,5596.0,1.13,0.9,63.6796,1,1
KOI-1833 d,Kepler-968,Transit,2021,7.685,2.58,11.02,613.0,27.35,0.0634,4.5,4413.0,0.667,0.681,290.324,3,1
Kepler-595 c,Kepler-595,Transit,2020,12.38602,1.009,3.3,679.0,50.23,0.0983,6.9,5138.5,0.821,0.93,643.009,2,1
Kepler-1178 b,Kepler-1178,Transit,2016,31.80634,1.07,1.24,378.0,23.237,0.1596,5.56,4990.0,0.75,0.8,482.287,1,1
Kepler-805 b,Kepler-805,Transit,2016,30.8638931,2.89,8.7,743.0,86.473,0.19852,1.98,6112.0,1.65,1.19,638.49,1,1
GJ 887 c,GJ 887,Radial Velocity,2020,21.789,2.67,7.6,352.0,2.56,0.12,2.19,3688.0,0.4712,0.489,3.29,2,1
WASP-126 b,WASP-126,Transit,2016,3.28883,10.51358773,90.3,1480.0,759.3374,0.0449,0.41,5800.0,1.27,1.12,216.526,2,1
WASP-123 b,WASP-123,Transit,2016,2.9776412,14.773462,285.72917,1520.0,758.324,0.04263,0.521,5740.0,1.285,1.166,197.996,1,2
CoRoT-32 b,CoRoT-32,Transit,2018,6.71837,6.38913,47.6745,938.0,132.26,0.071,1.1,5970.0,0.79,1.08,576.683,1,1
Kepler-1921 b,Kepler-1921,Transit,2021,20.03479958,2.89459458,8.72,967.0,216.2,0.15865,1.98,6120.0,2.0,1.251,928.989,2,1
Kepler-954 b,Kepler-954,Transit,2016,16.78176602,2.32,5.99,545.0,21.531,0.1202,2.64,4990.0,0.76,0.82,215.814,1,1
LTT 9779 b,LTT 9779,Transit,2020,0.792052,4.72,29.32,1978.0,1013.69,0.01679,1.536,5443.0,0.949,1.02,80.4373,1,1
Kepler-1351 b,Kepler-1351,Transit,2016,0.916140768,0.65,0.208,1212.0,421.965,0.0156,4.16,4439.0,0.67,0.7,202.782,1,1
HD 109833 b,HD 109833,Transit,2022,9.188526,2.888,8.69,786.0,63.4589,,1.98,5881.0,1.0,1.08,79.5561,2,1
Kepler-1014 b,Kepler-1014,Transit,2016,16.57110363,2.39,6.3,614.0,33.479,0.121,2.54,5388.0,0.84,0.88,624.8,1,1
Kepler-881 b,Kepler-881,Transit,2016,4.44448017,1.78,3.82,1217.0,538.569,0.0552,3.72,5961.0,1.09,1.06,1375.18,1,1
TOI-2411 b,TOI-2411,Transit,2022,0.7826942,1.68,3.46,1355.0,651.9082,0.0144,4.01,4099.0,0.68,0.65,59.5362,1,1
Kepler-467 b,Kepler-467,Transit,2016,24.99324193,2.25,5.69,712.0,72.749,0.16848,2.74,5809.0,1.37,1.05,466.265,1,1
HAT-P-55 b,HAT-P-55,Transit,2015,3.5852313,14.84069045,189.42573057,1367.0,583.0,0.04628,0.318,5804.0,1.105,1.028,511.388,1,1
Kepler-759 b,Kepler-759,Transit,2016,41.805985,2.27,5.77,533.0,19.02,0.2329,2.71,5860.0,1.04,1.04,1073.48,1,1
Kepler-1746 b,Kepler-1746,Transit,2021,321.2120056,8.93504475,59.1,310.0,3.4,0.94082,0.455,6018.0,1.286,1.09,979.541,1,1
Kepler-826 b,Kepler-826,Transit,2016,4.48758907,1.25,2.1,1305.0,827.221,0.05202,5.91,6079.0,1.15,1.05,779.596,1,1
Kepler-1401 b,Kepler-1401,Transit,2016,11.20066445,1.68,3.46,808.0,100.91,0.0975,4.01,5964.0,1.1,1.07,1425.43,1,1
Kepler-928 b,Kepler-928,Transit,2016,3.932461302,1.59,3.15,894.0,111.11,0.0444,4.31,4700.0,0.7,0.73,508.809,1,1
TOI-4443.01,TOI-4443,Transit,2024,1.8498567,1.7193265,3.6,1638.82,1194.2104,0.029962645,3.89,5834.0,1.01733,1.049133,56.0739,1,1
Kepler-1256 b,Kepler-1256,Transit,2016,12.4127754,1.49,2.83,933.0,211.549,0.10733,4.7,6129.0,1.36,1.17,891.192,1,1
TOI-2580 b,TOI-2580,Transit,2024,3.39775,17.37392009,200.23189641,2410.0,1730.0,0.048,0.22,6120.0,1.81,1.33,379.253,1,1
Kepler-644 b,Kepler-644,Transit,2016,3.173917103,3.15,10.1,1655.0,2381.77,0.04641,1.78,6747.0,1.81,1.49,1318.05,1,1
HATS-24 b,HATS-24,Transit,2017,1.3484978,15.636555,718.2958,2166.0,2706.9606,0.0238,1.03,6125.0,1.12,1.07,494.182,1,1
Kepler-1487 b,Kepler-1487,Transit,2016,7.31946363,2.13,5.18,1682.0,323.294,0.0898,2.95,6541.0,1.63,1.38,1014.62,2,1
Kepler-980 b,Kepler-980,Transit,2016,11.55102504,2.67,7.61,845.0,170.137,0.09993,2.2,5935.0,1.06,1.05,961.468,1,1
Kepler-1154 c,Kepler-1154,Transit,2016,8.45808312,2.36,6.17,1117.0,339.573,0.0875,2.58,6327.0,1.43,1.26,1460.1,2,1
Kepler-520 c,Kepler-520,Transit,2016,5.21104261,1.07,1.24,1107.0,351.69,0.06035,5.56,6112.0,1.09,1.1,623.901,2,1
Kepler-1257 b,Kepler-1257,Transit,2016,2.668313762,1.52,2.92,1252.0,546.908,0.0376,4.57,5502.0,0.87,0.9,1105.95,1,1
TOI-4495.01,TOI-4495,Transit,2024,5.1830043,3.63045,12.8,1382.67,346.626,0.061732577,1.47,6156.0,1.34,1.168817,132.214,1,1
Kepler-1262 b,Kepler-1262,Transit,2016,8.67900242,1.82,3.97,949.0,142.545,0.083,3.62,5771.0,0.98,0.99,1054.87,1,1
TOI-7041 b,TOI-7041,Transit,2025,9.691,11.43316031,114.41822652,882.37,143.259,,0.421,4700.0,4.1,1.07,439.52,1,1
K2-136 b,K2-136,Transit,2017,7.9752,1.014,4.3,610.0,33.5,0.0707,24.0,4500.0,0.677,0.742,59.2474,3,2
Kepler-1372 b,Kepler-1372,Transit,2016,1.311555568,1.27,2.15,1655.0,2176.358,0.024,5.77,5677.0,0.97,0.98,1303.22,1,1
Kepler-838 b,Kepler-838,Transit,2016,15.74957994,2.73,7.9,777.0,61.089,0.1266,2.13,5770.0,0.96,0.98,1104.04,1,1
Kepler-1385 b,Kepler-1385,Transit,2016,2.88879862,0.85,0.543,1423.0,1591.477,0.04262,4.86,5732.0,1.29,1.15,688.795,1,1
TOI-431 b,TOI-431,Transit,2021,0.490047,1.28,3.07,1862.0,2120.4475,0.0113,8.0,4850.0,0.731,0.78,32.5686,3,1
Kepler-1424 b,Kepler-1424,Transit,2016,29.6091744,1.16,1.65,629.0,58.6,0.19068,5.81,5838.0,1.07,1.02,661.421,1,1
HD 22496 b,HD 22496,Radial Velocity,2021,5.09071,2.22,5.57,573.0,26.0,0.051,2.8,4385.0,0.674,0.684,13.5956,1,1
Kepler-1545 b,Kepler-1545,Transit,2016,163.692349,2.7,7.75,274.0,1.408,0.5442,2.16,5201.0,0.8,0.84,729.964,1,1
Kepler-1811 b,Kepler-1811,Transit,2021,76.42230225,3.84829873,14.1,455.0,10.11,0.3462,1.36,5561.0,1.19,0.946,1390.56,1,1
KOBE-1 b,KOBE-1,Radial Velocity,2025,8.5399,2.91,8.8,594.4,20.56,0.07006,1.96,4135.0,0.619,0.629,23.9718,2,1
Kepler-1277 b,Kepler-1277,Transit,2016,40.8365012,1.6,3.19,496.0,12.11,0.21857,4.28,5578.0,0.92,0.94,557.193,1,1
TOI-1716.01,TOI-1716,Transit,2024,8.082376554,3.143,10.0,992.0,254.83,0.080496,1.77,5879.0,1.24,1.07,104.158,1,1
Kepler-770 d,Kepler-770,Transit,2016,4.15244722,1.4,2.54,1941.0,209.752,0.0616,5.09,5598.0,0.92,0.94,930.457,3,1
Kepler-1219 b,Kepler-1219,Transit,2016,16.10467749,2.12,5.14,1159.0,430.691,0.14146,2.96,5944.0,1.94,1.25,880.895,1,1
K2-285 c,K2-285,Transit,2018,7.138048,3.53,15.68,741.4,50.35,0.0824,1.95,4975.0,0.787,0.83,154.961,4,1
Kepler-462 c,Kepler-462,Transit,2020,207.62,4.0,6.0,453.0,9.97,0.7584,0.4,7500.0,1.57,1.59,596.625,2,1
Kepler-1925 b,Kepler-1925,Transit,2021,46.71640015,3.00177922,9.28,531.0,18.74,0.2588,1.89,5856.0,1.092,1.057,1771.31,1,1
Kepler-1032 b,Kepler-1032,Transit,2016,3.290117953,1.87,4.16,802.0,176.144,0.0361,3.5,4647.0,0.71,0.77,673.01,1,1
Kepler-1266 c,Kepler-1266,Transit,2021,4.86631012,1.68023962,3.46,881.0,110.4,0.0506,4.01,4996.0,0.831,0.791,849.312,2,1
Kepler-1559 b,Kepler-1559,Transit,2016,0.971915428,0.72,0.299,1609.0,1620.063,0.01835,4.4,5316.0,0.82,0.86,614.827,1,1
Kepler-1539 b,Kepler-1539,Transit,2016,133.3036741,2.7,7.75,301.0,1.572,0.4765,2.16,5176.0,0.8,0.84,748.326,1,1
HIP 9618 b,HIP 9618,Transit,2023,20.772858,3.82838127,8.3,640.88,40.3,0.145,0.81,5649.0,0.9593,0.942,67.5478,2,1
K2-6 b,K2-6,Transit,2015,30.94191,2.5,6.8,615.0,28.6,0.1898,2.39,5850.0,0.96,0.97,316.819,1,1
Kepler-1339 b,Kepler-1339,Transit,2016,1.341555127,0.71,0.285,1642.0,3094.817,0.02356,4.38,5586.0,0.93,0.94,371.049,1,1
TOI-139 b,TOI-139,Transit,2023,11.07085,2.4566,6.6,561.17,22.4219,,2.45,4570.0,0.7007,0.69,42.4061,1,1
Kepler-1788 b,Kepler-1788,Transit,2021,2.800120115,2.37850461,6.25,956.0,197.81,0.0343,2.55,4786.0,0.704,0.686,560.445,1,1
Kepler-723 b,Kepler-723,Transit,2016,4.082275068,12.19,-1.0,1016.0,251.48,0.0479,NaN,5539.0,0.89,0.92,1071.8,1,1
Kepler-634 b,Kepler-634,Transit,2016,5.16950177,1.89,4.23,1309.0,808.844,0.05765,3.44,6075.0,1.24,1.03,888.027,1,1
Kepler-873 b,Kepler-873,Transit,2016,20.5533844,3.75,13.5,749.0,68.015,0.1542,1.41,6163.0,1.27,1.18,1182.22,1,1
Kepler-1336 c,Kepler-1336,Transit,2016,5.77721211,1.71,3.57,1260.0,662.713,0.06272,3.92,5512.0,1.3,0.94,1126.64,2,1
Kepler-1959 b,Kepler-1959,Transit,2021,6.38669014,1.14315727,1.57,811.0,102.25,0.0617,5.78,5071.0,0.811,0.768,479.263,1,1
Kepler-896 b,Kepler-896,Transit,2016,144.547396,2.53,6.94,303.0,1.99,0.56378,2.35,5262.0,0.81,0.84,2334.93,2,1
