pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_eqt,pl_insol,pl_orbsmax,pl_dens,st_teff,st_rad,st_mass,sy_dist,sy_pnum,sy_snum
Kepler-1097 b,Kepler-1097,Transit,2016,187.747029,3.26,10.7,267.0,1.3,0.5791,1.7,5211.0,0.79,0.82,719.802,1,1
K2-11 b,K2-11,Transit,2015,39.93767,7.55,44.4,734.0,9.84,0.2257,0.567,5433.0,5.15,1.35,329.309,1,1
Kepler-832 b,Kepler-832,Transit,2016,7.1396941,2.06,4.9,965.0,256.828,0.075,3.08,5596.0,0.9,0.92,1688.12,1,1
Kepler-352 d,Kepler-352,Transit,2021,6.887279987,0.80628032,0.449,788.0,81.3,0.06574,4.71,5208.0,0.772,0.796,252.733,3,1
TOI-4465 b,TOI-4465,Transit,2025,101.94054,14.01122587,1872.00931723,427.0,130.528,0.416,3.73,5545.0,1.014,0.93,121.139,1,1
TOI-5800 b,TOI-5800,Transit,2025,2.627882,2.68,10.8,1119.0,274.163,0.0345,3.16,4830.0,0.8,0.79,42.9052,1,1
TOI-2076 b,TOI-2076,Transit,2021,10.355235,2.39,16.1,738.0,49.4,0.0682,4.1,5201.0,0.774,0.883,41.9091,4,1
HATS-49 b,HATS-49,Transit,2020,4.1480467,8.574885,112.19399,834.8,80.45,0.04515,0.986,4405.0,0.6977,0.7133,324.413,1,1
Kepler-1893 b,Kepler-1893,Transit,2021,4.179369926,1.70557445,3.55,1194.0,478.98,0.0504,3.93,5633.0,1.162,0.973,1050.72,1,1
Kepler-920 c,Kepler-920,Transit,2016,100.8274113,3.8,13.8,364.0,3.986,0.4029,1.38,5403.0,0.85,0.89,1001.68,2,1
Kepler-1480 b,Kepler-1480,Transit,2016,22.12679948,1.67,3.43,721.0,16.317,0.1525,4.05,5156.0,0.81,0.85,500.892,1,2
Kepler-1880 b,Kepler-1880,Transit,2021,6.309219837,2.11686218,5.13,606.0,31.73,0.054,2.97,4380.0,0.53,0.524,611.041,1,1
TOI-1422 b,TOI-1422,Transit,2022,12.9972,3.96,9.0,867.0,90.5151,0.108,0.795,5840.0,1.019,0.981,155.141,1,1
TOI-1347 b,TOI-1347,Transit,2024,0.84742346,1.8,11.1,1400.0,1876.1315,0.0171,9.9,5464.0,0.83,0.913,147.476,2,1
WASP-140 b,WASP-140,Transit,2016,2.2359835,16.14096,775.5052,1320.0,491.326,0.0323,1.1,5260.0,0.87,0.9,117.598,1,2
Kepler-514 b,Kepler-514,Transit,2016,5.65179605,1.72,3.61,1248.0,506.412,0.06559,3.9,6106.0,1.44,1.28,455.336,1,2
Gaia-2 b,Gaia-2,Transit,2022,3.6915224,14.81827249,259.66580852,1213.23,512.0235,0.0467,0.439,5720.0,1.064,1.0,209.229,1,1
WASP-182 b,WASP-182,Transit,2019,3.3769848,9.52765,47.03884,1479.0,756.261,0.0451,0.318,5638.0,1.34,1.076,327.602,1,1
Kepler-529 c,Kepler-529,Transit,2016,12.8345022,2.0,4.66,891.0,149.42,0.1075,3.2,6087.0,1.14,1.07,799.008,3,1
TOI-3629 b,TOI-3629,Transit,2022,3.936551,8.29464572,82.63538582,690.0,39.0,0.043,0.8,3870.0,0.6,0.63,130.091,1,1
Kepler-1679 b,Kepler-1679,Transit,2020,9.75376,2.0692036,4.93,813.0,103.3,0.0892,3.06,5501.0,0.873196,0.96,909.28,1,1
Kepler-1529 b,Kepler-1529,Transit,2016,5.33905686,2.1,5.06,817.0,115.765,0.0525,3.0,5048.0,0.77,0.81,661.014,1,1
Kepler-1260 b,Kepler-1260,Transit,2016,19.1187753,1.77,3.78,823.0,171.926,0.1444,3.75,5961.0,1.08,1.06,1734.43,1,1
Kepler-749 b,Kepler-749,Transit,2016,17.31716585,3.1,9.8,454.0,24.631,0.1054,1.81,5009.0,0.75,0.79,721.027,1,1
TOI-1194 b,TOI-1194,Transit,2023,2.3106446,8.71664516,120.0,1264.29,203.685,0.034,0.99,5394.0,0.9608,0.9835,149.667,1,1
Kepler-1011 b,Kepler-1011,Transit,2016,5.753221974,2.87,8.6,920.0,108.788,0.0633,2.0,5416.0,0.88,0.91,736.779,1,1
Kepler-1743 b,Kepler-1743,Transit,2021,7.649710178,1.59887007,3.18,1144.0,515.0,0.084,4.28,5855.0,1.613,1.266,538.807,1,1
Kepler-1232 b,Kepler-1232,Transit,2016,26.7839183,1.93,4.38,523.0,14.6,0.16545,3.35,5471.0,0.89,0.92,632.865,1,1
K2-132 b,K2-132,Transit,2017,9.1751,14.5717,155.7367,1586.0,293.374,0.0916,0.277,4840.0,3.85,1.08,609.818,1,1
TOI-1117 d,TOI-1117,Radial Velocity,2025,8.665,3.27,10.71,978.0,152.0,0.0817,1.68,5635.0,1.05,0.97,167.598,3,1
Kepler-217 d,Kepler-217,Transit,2016,3.88689525,1.32,2.3,1574.0,2099.752,0.0534,5.5,6341.0,1.76,1.37,1104.64,3,1
Kepler-1573 b,Kepler-1573,Transit,2016,2.6157554,1.2,1.87,1379.0,1343.114,0.0364,5.95,5808.0,1.0,1.01,1455.36,1,1
Kepler-1915 b,Kepler-1915,Transit,2021,13.83539963,3.21798413,10.4,809.0,101.05,0.114,1.71,6020.0,1.057,1.03,1514.66,1,1
TOI-2374 b,TOI-2374,Transit,2024,4.31361,6.81,56.64,885.0,54.2011,0.0471,0.98,4802.0,0.69,0.75,134.655,1,1
Kepler-1281 b,Kepler-1281,Transit,2016,3.11602791,1.64,3.33,1123.0,375.55,0.0415,4.15,5353.0,0.83,0.87,1090.0,1,1
KELT-18 b,KELT-18,Transit,2017,2.8717518,17.59813,375.0394,2085.0,3152.0,0.0455,0.377,6670.0,1.908,1.524,321.376,1,2
Kepler-519 b,Kepler-519,Transit,2016,24.3078946,2.1,5.06,532.0,19.87,0.15932,3.0,5260.0,0.8,0.89,246.61,1,2
HIP 29442 c,HD 42813,Radial Velocity,2023,3.5379559,1.551,4.5,1123.0,451.0,0.04518,6.3,5289.0,0.98,0.901,68.192,3,1
Kepler-1111 b,Kepler-1111,Transit,2016,8.79617863,2.0,4.66,938.0,118.52,0.0872,3.2,6077.0,1.15,1.1,841.536,1,1
HATS-7 b,HATS-7,Transit,2015,3.185315,6.310667,38.1396,1084.0,211.6178,0.04012,0.83,4985.0,0.815,0.849,240.707,1,1
Kepler-1417 b,Kepler-1417,Transit,2016,20.3505213,1.0,0.972,695.0,114.332,0.14062,5.34,5839.0,1.02,1.02,991.845,1,1
Kepler-561 b,Kepler-561,Transit,2016,58.3620495,6.96,38.7,446.0,7.565,0.29256,0.631,5646.0,0.94,0.96,621.378,2,1
Kepler-1272 b,Kepler-1272,Transit,2016,51.1309704,2.37,6.21,542.0,34.433,0.2705,2.56,5926.0,1.09,1.06,1206.37,1,1
Kepler-1767 b,Kepler-1767,Transit,2021,59.65829849,3.01299077,9.34,393.0,5.66,0.2873,1.88,5243.0,0.831,0.887,820.506,1,1
Kepler-1154 b,Kepler-1154,Transit,2016,5.1856142,2.34,6.08,1314.0,652.966,0.0631,2.61,6327.0,1.43,1.26,1460.1,2,1
Kepler-1719 b,Kepler-1719,Transit,2021,6.149559975,3.95000623,14.8,1287.0,686.9,0.06868,1.32,5687.0,1.775,1.08,905.406,1,1
TOI-1806.01,TOI-1806,Transit,2024,15.1454693,3.4095367,11.5,337.47,2.1473,0.087735044,1.59,3272.0,0.401575,0.392935,55.5211,1,1
KOI-1831 d,Kepler-324,Transit,2021,34.169,1.13,2.23,475.0,11.8,0.19924,9.95,5233.0,0.835,0.901,501.574,4,1
Kepler-1266 b,Kepler-1266,Transit,2016,28.474748,2.58,7.18,489.0,10.313,0.16431,2.3,5044.0,0.76,0.8,849.312,2,1
Kepler-1751 b,Kepler-1751,Transit,2021,7.017310143,1.82417378,3.98,984.0,221.46,0.0712,3.6,6052.0,0.967,0.974,1291.47,1,1
Kepler-191 d,Kepler-191,Transit,2016,5.945041017,2.28,5.82,857.0,99.6,0.06104,2.7,5215.0,0.8,0.84,594.464,3,1
Kepler-1881 b,Kepler-1881,Transit,2021,159.3939972,2.98104391,9.17,289.0,1.5,0.53325,1.9,5135.0,0.874,0.812,1057.21,1,1
WASP-91 b,WASP-91,Transit,2017,2.798581,11.54527,425.8922,1160.0,332.5562,0.037,1.59,4920.0,0.86,0.84,149.942,1,1
Kepler-791 b,Kepler-791,Transit,2016,14.5539759,3.05,9.53,939.0,140.057,0.1256,1.85,6383.0,1.47,1.3,1266.34,1,1
TOI-4914 b,TOI-4914,Transit,2024,10.60057,12.87,227.0,894.0,18.1082,0.098,0.59,5805.0,1.0,1.03,299.89,1,1
Kepler-704 b,Kepler-704,Transit,2016,3.76182115,2.61,7.32,1121.0,514.124,0.047,2.26,5616.0,0.96,0.97,1228.83,1,1
Kepler-871 b,Kepler-871,Transit,2016,22.0459018,3.74,13.5,640.0,79.722,0.1572,1.42,5993.0,1.14,1.11,1976.05,1,1
Kepler-1992 b,Kepler-1992,Transit,2023,15.6112238,0.91,0.693,637.0,38.99,0.1169,5.05,5383.0,0.842,0.874,532.955,1,1
Kepler-1830 b,Kepler-1830,Transit,2021,56.49330139,3.32992941,11.1,681.0,35.8,0.31769,1.65,6160.0,2.046,1.443,1056.88,1,1
Kepler-550 b,Kepler-550,Transit,2016,8.600104109,4.42,17.9,760.0,77.258,0.0747,1.14,5322.0,0.83,0.87,531.944,1,1
Kepler-604 b,Kepler-604,Transit,2016,25.85501786,2.59,7.22,637.0,46.982,0.1735,2.28,5890.0,1.03,1.02,1026.49,1,1
LHS 1678 c,LHS 1678,Transit,2021,3.694284,0.941,1.4,510.9,13.5,0.0327,10.6,3490.0,0.329,0.345,19.8782,3,2
K2-18 b,K2-18,Transit,2015,32.939623,2.37,8.92,284.0,1.005,0.1429,4.11,3457.0,0.411,0.359,38.0266,2,1
Kepler-1278 b,Kepler-1278,Transit,2016,3.23941344,1.01,1.01,1213.0,1314.67,0.04417,5.39,6074.0,1.16,1.11,889.426,1,1
Kepler-1142 b,Kepler-1142,Transit,2016,18.3027248,1.47,2.76,902.0,147.817,0.1343,4.77,5685.0,0.96,0.97,1273.51,1,1
GJ 1252 b,GJ 1252,Transit,2020,0.5182331,1.193,1.32,1089.0,233.0,0.00915,4.2,3458.0,0.391,0.381,20.373,1,1
Kepler-1605 b,Kepler-1605,Transit,2016,85.7565495,1.08,1.28,528.0,16.734,0.36567,5.58,5280.0,0.82,0.86,546.23,1,1
Kepler-1060 b,Kepler-1060,Transit,2016,46.8779367,2.38,6.26,484.0,17.416,0.2495,2.55,5797.0,0.99,0.99,946.565,1,1
HD 3167 d,HD 3167,Radial Velocity,2017,8.4112,1.92,4.33,859.5,88.9,0.0763,3.36,5261.0,0.88,0.837,47.2899,4,1
Kepler-722 b,Kepler-722,Transit,2016,4.093573252,2.63,7.41,1182.0,414.601,0.0514,2.24,5863.0,1.05,1.03,1239.5,2,1
Kepler-1912 b,Kepler-1912,Transit,2021,6.059219837,1.35670508,2.41,976.0,201.8,0.06489,5.3,5734.0,0.962,0.977,297.017,1,1
Kepler-1717 b,Kepler-1717,Transit,2021,30.65279961,2.98929758,9.21,780.0,87.69,0.2014,1.89,6200.0,1.64,1.158,1008.79,1,1
Kepler-735 b,Kepler-735,Transit,2016,11.51516988,2.95,9.01,657.0,32.679,0.0965,1.93,5107.0,0.8,0.85,695.059,1,1
HD 25463 b,HD 25463,Transit,2023,7.0491423,2.54535814,8.7,1198.46,461.4,0.076,2.87,6353.0,1.4182,1.251,45.6181,2,1
Kepler-446 d,Kepler-446,Transit,2015,5.148921,1.35,2.39,436.0,3.307,0.0403,5.34,3359.0,0.24,0.22,96.339,3,1
Kepler-859 b,Kepler-859,Transit,2016,20.38177573,3.09,9.75,528.0,14.897,0.13157,1.82,5020.0,0.77,0.81,839.903,1,1
Kepler-1129 c,Kepler-1129,Transit,2016,76.5369586,2.73,7.9,503.0,7.006,0.35367,2.13,5831.0,1.0,1.0,1183.88,2,1
GJ 251 b,GJ 251,Radial Velocity,2020,14.238,1.83,4.0,351.0,2.53,0.0818,3.59,3451.0,0.364,0.36,5.58057,1,1
Kepler-1067 b,Kepler-1067,Transit,2016,0.762129261,0.8,0.437,1872.0,2761.757,0.0164,4.69,5592.0,0.93,0.95,667.693,2,1
Kepler-1356 b,Kepler-1356,Transit,2016,0.634002937,1.53,2.96,1714.0,1966.057,0.0136,4.54,5106.0,0.78,0.82,845.228,1,1
Kepler-889 b,Kepler-889,Transit,2016,3.744439,1.09,1.32,1328.0,954.588,0.04975,5.6,5961.0,1.25,1.14,598.313,1,1
Kepler-1905 b,Kepler-1905,Transit,2021,3.42392993,1.4460734,2.69,1212.0,508.75,0.0451,4.89,5788.0,1.015,1.038,1051.53,1,1
Barnard b,Barnard's star,Radial Velocity,2024,3.1542,0.72,0.299,438.0,6.76,0.0229,4.4,3195.0,0.185,0.162,1.82655,4,1
Kepler-1792 b,Kepler-1792,Transit,2021,4.1957798,2.51990972,6.89,1047.0,283.78,0.0488,2.37,5229.0,1.005,0.878,601.029,1,1
NGTS-5 b,NGTS-5,Transit,2019,3.3569866,12.733424,72.78307,952.0,101.253,0.0382,0.194,4987.0,0.739,0.661,306.779,1,1
Kepler-1594 b,Kepler-1594,Transit,2016,2.71603809,1.06,1.2,1360.0,672.414,0.0396,5.54,5946.0,1.08,1.06,976.868,1,1
Kepler-1379 b,Kepler-1379,Transit,2016,0.881841146,1.3,2.24,1564.0,1600.049,0.0171,5.6,5188.0,0.79,0.83,971.325,1,1
Kepler-1718 b,Kepler-1718,Transit,2021,135.1880035,2.5685207,7.12,345.0,3.7,0.48418,2.31,5731.0,0.906,0.846,375.522,1,1
WASP-138 b,WASP-138,Transit,2016,3.634433,12.21781,387.7526,1590.0,1133.73,0.0494,1.2,6272.0,1.36,1.22,414.234,1,1
Kepler-1129 b,Kepler-1129,Transit,2016,24.3397804,2.96,9.06,737.0,32.265,0.16481,1.92,5831.0,1.0,1.0,1183.88,2,1
Kepler-1612 b,Kepler-1612,Transit,2016,3.91795101,1.03,1.08,1030.0,269.248,0.0482,5.43,5643.0,0.94,0.96,764.726,1,1
Kepler-1054 b,Kepler-1054,Transit,2016,4.30655689,2.63,7.41,1177.0,760.524,0.05542,2.24,6209.0,1.34,1.22,1090.51,1,1
Kepler-1263 b,Kepler-1263,Transit,2016,4.55139967,1.14,1.55,907.0,144.813,0.0499,5.75,5213.0,0.8,0.84,664.83,1,1
Kepler-555 b,Kepler-555,Transit,2016,16.21775407,2.83,8.4,664.0,129.374,0.1201,2.04,5894.0,1.04,1.03,973.121,1,1
Kepler-1342 b,Kepler-1342,Transit,2016,2.215710358,1.66,3.39,1283.0,559.275,0.0313,4.07,5527.0,0.9,0.93,890.724,1,1
Kepler-1723 b,Kepler-1723,Transit,2021,39.75289917,2.88046569,8.65,568.0,24.54,0.2249,1.99,6072.0,1.01,0.96,811.278,1,1
Kepler-990 c,Kepler-990,Transit,2016,0.538354308,1.53,2.96,2386.0,5272.4,0.01232,4.54,5948.0,1.08,1.05,802.163,2,1
Kepler-814 b,Kepler-814,Transit,2016,6.1469851,2.12,5.14,1164.0,935.124,0.0695,2.96,6162.0,1.22,1.15,2055.77,1,1
Kepler-1802 c,Kepler-1802,Transit,2021,33.13610077,2.322,6.0,357.0,3.86,0.1748,2.63,4245.0,0.637,0.649,636.694,2,1
Kepler-1175 b,Kepler-1175,Transit,2016,37.94563,2.99,9.22,515.0,12.938,0.2181,1.9,5453.0,0.86,0.9,1121.89,1,1
Kepler-956 b,Kepler-956,Transit,2016,5.248672631,3.0,9.27,1056.0,307.058,0.06017,1.89,6040.0,1.15,1.1,544.939,1,1
Kepler-913 c,Kepler-913,Transit,2021,5.939119816,3.8580709,14.2,1357.0,122.82,0.0699,1.36,6068.0,1.797,1.294,991.618,2,1
Kepler-884 b,Kepler-884,Transit,2016,5.69919514,1.23,2.04,964.0,139.5,0.06116,6.02,5715.0,0.94,1.0,476.733,1,1
HATS-48 A b,HATS-48 A,Transit,2020,3.1316666,8.9672,77.23269,954.6,137.6,0.03769,0.589,4546.0,0.7152,0.7279,263.609,1,2
HATS-42 b,HATS-42,Transit,2018,2.292102,15.6926,597.5204,1856.0,1637.2058,0.03689,0.83,6060.0,1.48,1.273,800.377,1,1
Kepler-1806 b,Kepler-1806,Transit,2021,9.033320427,2.35560189,6.15,729.0,66.89,0.0813,2.59,5311.0,0.788,0.884,978.066,1,1
Kepler-1907 b,Kepler-1907,Transit,2021,5.652450085,0.86973029,0.589,856.0,75.0,0.05444,4.92,5159.0,0.8,0.752,292.111,2,1
TOI-260 b,TOI-260,Transit,2024,13.475853,1.71,4.23,493.0,10.1838,0.0943,4.66,4026.0,0.607,0.616,20.1852,1,1
Kepler-1920 b,Kepler-1920,Transit,2021,30.2541008,2.95415848,9.03,660.0,44.87,0.2043,1.92,6277.0,1.161,1.239,885.913,1,1
TOI-559 b,TOI-559,Transit,2021,6.9839095,12.22899794,1910.14872607,1180.0,404.915,0.0723,5.74,5925.0,1.233,1.026,233.266,1,1
TOI-1174 b,TOI-1174,Transit,2024,8.953487683,2.562,32.0,713.83,52.02,0.07994,11.0,5030.0,0.76,0.85,94.6375,1,1
K2-45 b,K2-45,Transit,2016,1.7292684,6.71,36.4,1073.56,100.0,0.0224,0.662,4103.0,0.445,0.503,495.317,1,1
Kepler-1966 b,Kepler-1966,Transit,2021,8.617429733,1.10479327,1.39,733.0,68.28,0.0763,5.66,5009.0,0.84,0.797,484.601,1,1
HATS-64 b,HATS-64,Transit,2018,4.908897,18.819911,305.1168,1793.0,1711.0,0.06562,0.245,6554.0,2.113,1.564,1080.15,1,1
Kepler-1314 b,Kepler-1314,Transit,2016,5.424749281,5.11,22.9,625.0,36.05,0.0504,0.943,4188.0,0.59,0.6,141.98685057,1,1
Kepler-1932 b,Kepler-1932,Transit,2021,0.524177015,1.51482218,2.91,1891.0,2799.9,0.0123,4.6,5278.0,0.815,0.911,713.733,1,1
TOI-6008 b,TOI-6008,Transit,2024,0.8574347,1.03,4.0,707.0,41.5,0.010777,NaN,3075.0,0.242,0.23,23.1008,1,1
Kepler-856 b,Kepler-856,Transit,2016,8.027680595,9.3,63.3,824.0,153.497,0.0787,0.432,5535.0,0.93,0.96,1351.17,1,1
NGTS-3 A b,NGTS-3 A,Transit,2018,1.6753728,16.58932,756.4354,1434.44,1000.5679,0.023,0.31,5600.0,0.93,1.017,743.972,1,2
TOI-1601 b,TOI-1601,Transit,2021,5.33175,14.19902343,387.0,1493.97,1071.42,0.069,0.74,5982.0,2.195,1.5055,336.608,1,1
Kepler-666 b,Kepler-666,Transit,2016,4.49876092,2.4,6.35,1133.0,575.644,0.0542,2.52,5887.0,1.05,1.03,1508.71,1,1
Kepler-1216 b,Kepler-1216,Transit,2016,4.37034536,1.39,2.51,1191.0,415.553,0.0519,5.14,5743.0,0.98,0.99,1258.36,1,1
Kepler-1754 b,Kepler-1754,Transit,2021,8.195949554,2.43996509,6.53,672.0,48.2,0.0718,2.47,4723.0,0.747,0.734,718.945,1,1
Kepler-1387 b,Kepler-1387,Transit,2016,2.279526656,0.93,0.749,1123.0,300.312,0.031,5.12,5046.0,0.77,0.82,455.358,1,1
Kepler-608 b,Kepler-608,Transit,2016,6.412515037,3.64,12.9,1069.0,270.162,0.0685,1.47,5820.0,1.01,1.0,946.683,1,1
Kepler-842 b,Kepler-842,Transit,2016,1.21956827,1.6,3.19,1252.0,588.95,0.0204,4.28,4848.0,0.73,0.78,532.726,1,1
Kepler-714 b,Kepler-714,Transit,2016,8.098887986,9.67,67.6,986.0,484.006,0.0832,0.411,5995.0,1.12,1.09,2083.37,1,1
Kepler-1199 b,Kepler-1199,Transit,2016,15.0447198,1.15,1.6,931.0,131.7,0.11309,5.78,5889.0,1.17,0.94,563.493,1,1
Kepler-1322 c,Kepler-1322,Transit,2021,6.459980011,2.15492527,5.29,883.0,144.06,0.0652,2.9,5704.0,0.804,0.897,1350.32,2,1
Kepler-1254 b,Kepler-1254,Transit,2016,9.99113313,1.55,3.02,660.0,33.978,0.0833,4.46,4985.0,0.75,0.78,622.818,3,1
Kepler-1389 b,Kepler-1389,Transit,2016,99.2530951,1.77,3.78,300.0,1.871,0.38249,3.75,5078.0,0.74,0.81,497.093,1,1
Kepler-764 b,Kepler-764,Transit,2016,7.33683936,1.64,3.33,875.0,160.457,0.0724,4.15,5557.0,0.89,0.92,1047.84,1,1
HATS-53 b,HATS-53,Transit,2017,3.8537768,15.02006,189.10885,1312.0,471.61,0.04753,0.303,5644.0,1.101,0.964,585.77,1,1
Kepler-511 b,Kepler-511,Transit,2016,296.637865,6.35,33.1,332.0,4.208,0.85672,0.71,5770.0,1.2,1.0,651.999,2,1
Kepler-1286 b,Kepler-1286,Transit,2016,11.25402929,2.15,5.27,888.0,151.77,0.0991,2.91,5753.0,0.98,1.0,1354.46,1,1
Kepler-611 b,Kepler-611,Transit,2016,2.437033302,1.65,3.36,1513.0,1825.301,0.0351,4.11,5761.0,1.01,1.01,1395.56,1,1
Kepler-1088 b,Kepler-1088,Transit,2016,23.12748644,1.42,2.6,667.0,44.887,0.16163,4.99,5975.0,1.08,1.08,280.629,1,1
GJ 9827 c,GJ 9827,Transit,2017,3.648103,1.13,1.86,715.94,73.0,0.0395,7.142,4236.0,0.58,0.62,29.661,3,1
Kepler-1681 b,Kepler-1681,Transit,2020,69.8956,2.55321772,7.05,442.0,5.33,0.32,2.33,5756.4,0.759,0.893,758.3,1,1
Kepler-1981 b,Kepler-1981,Transit,2023,453.54212,9.23,62.5,390.0,5.45,1.3292,0.437,5874.0,3.006,1.519,659.395,1,1
Kepler-703 b,Kepler-703,Transit,2016,4.583521756,8.2,51.1,1038.0,373.108,0.0535,0.509,6185.0,1.27,1.18,1156.83,1,1
Kepler-635 b,Kepler-635,Transit,2016,23.44971004,2.64,7.46,802.0,193.927,0.18332,2.23,6174.0,1.51,1.33,1141.08,1,1
Kepler-1474 b,Kepler-1474,Transit,2016,36.4333452,2.16,5.31,561.0,21.392,0.2108,2.9,5870.0,1.04,1.04,1180.9,1,1
Kepler-485 b,Kepler-485,Transit,2016,3.243259796,14.41,-1.0,1243.0,622.014,0.04401,NaN,5958.0,1.09,1.07,1140.95,1,1
LTT 1445 A b,LTT 1445 A,Transit,2019,5.35876,1.18,2.73,555.0,5.4,0.022,4.36,3340.0,0.265,0.257,6.86929,2,3
Kepler-1614 b,Kepler-1614,Transit,2016,3.9466141,1.49,2.83,981.0,276.373,0.0471,4.7,5121.0,0.76,0.79,1191.19,1,1
Kepler-879 b,Kepler-879,Transit,2016,33.3855938,2.57,7.13,580.0,29.128,0.2012,2.31,5792.0,1.02,1.02,802.672,2,1
Kepler-1641 b,Kepler-1641,Transit,2016,19.672266,3.11,9.85,908.0,82.828,0.1473,1.8,6152.0,1.19,1.12,860.37,2,1
TOI-784 b,HD 307842,Transit,2023,2.7970365,1.93,9.67,1256.0,413.894,0.038,7.4,5558.0,0.907,0.91,64.5997,1,1
Kepler-610 c,Kepler-610,Transit,2016,151.86392,3.3,10.9,318.0,2.297,0.5594,1.67,5943.0,1.13,1.1,845.824,2,1
Kepler-290 d,Kepler-290,Transit,2023,0.764017553,0.86,0.566,1589.0,1503.79,0.0154,4.89,5142.0,0.755,0.84,694.627,3,1
TOI-1448 b,TOI-1448,Transit,2024,8.112245,2.749,19.5,426.0,5.45,0.0567,9.51,3412.0,0.38,0.372,73.3345,1,1
Kepler-1001 b,Kepler-1001,Transit,2016,14.30511983,3.15,10.1,693.0,40.853,0.11147,1.78,5491.0,0.88,0.9,928.978,2,1
Kepler-654 b,Kepler-654,Transit,2016,13.72465129,2.07,4.94,831.0,229.311,0.11664,3.06,5865.0,1.11,1.04,974.124,1,1
Kepler-1203 b,Kepler-1203,Transit,2016,0.588000765,1.06,1.2,1188.0,723.806,0.0114,5.54,4105.0,0.61,0.64,317.022,1,1
Kepler-1501 b,Kepler-1501,Transit,2016,14.5564533,1.56,3.05,787.0,100.001,0.11592,4.41,6229.0,1.3,1.2,749.06,1,1
Kepler-1850 b,Kepler-1850,Transit,2021,1.385800004,0.72909663,0.313,1008.0,245.15,0.0206,4.44,4239.0,0.6,0.611,250.199,1,1
Kepler-1789 b,Kepler-1789,Transit,2021,80.23190308,2.83137505,8.4,380.0,4.91,0.3543,2.03,5436.0,0.888,0.92,611.461,1,1
TOI-4406 b,TOI-4406,Transit,2023,30.08364,11.2089807,95.3485221,904.0,58.0054,0.201,0.372,6219.0,1.29,1.19,261.834,1,1
Kepler-584 b,Kepler-584,Transit,2016,35.1810304,4.21,16.5,664.0,76.339,0.2281,1.22,6195.0,1.24,1.17,1848.84,1,1
Kepler-1082 b,Kepler-1082,Transit,2016,1.543206604,1.12,1.46,1827.0,2949.557,0.02571,5.71,5923.0,1.14,1.03,739.557,1,1
Kepler-1672 b,Kepler-1672,Transit,2020,150.878,2.97022762,9.11,423.0,4.4,0.55374,1.91,6131.95,1.08841,1.16,391.181,1,1
Kepler-618 b,Kepler-618,Transit,2016,3.595769645,2.6,7.27,1296.0,677.569,0.0449,2.27,5860.0,1.08,1.05,1221.96,1,1
TOI-262 b,TOI-262,Transit,2023,11.14529,2.07,4.94,584.0,56.9133,0.163,3.06,5310.0,0.853,0.913,43.932,1,1
Kepler-1072 b,Kepler-1072,Transit,2016,1.569066502,1.58,3.12,1849.0,2944.0,0.02742,4.35,6199.0,1.32,1.2,982.716,1,1
Kepler-1161 b,Kepler-1161,Transit,2016,10.71252541,2.13,5.18,485.0,26.229,0.0784,2.95,4253.0,0.57,0.59,547.726,1,1
Kepler-1777 b,Kepler-1777,Transit,2021,12.18420029,2.13189678,5.19,819.0,71.3,0.10301,2.94,5771.0,1.068,0.984,619.146,1,1
Kepler-1991 c,Kepler-1991,Transit,2023,22.79020351,2.57,7.13,634.0,38.27,0.1528,2.31,5478.0,1.053,0.914,855.82,2,1
rho CrB c,rho CrB,Radial Velocity,2016,102.19,5.78,28.2,448.1,9.85,0.4206,0.802,5817.0,1.34,0.95,17.4671,4,1
Kepler-1563 b,Kepler-1563,Transit,2016,3.43276598,0.75,0.347,1134.0,390.57,0.0442,4.52,5765.0,0.99,1.0,616.697,1,1
Kepler-500 b,Kepler-500,Transit,2016,8.508324398,2.58,7.18,909.0,193.68,0.08361,2.3,5813.0,1.03,1.02,807.48,1,1
Kepler-530 b,Kepler-530,Transit,2016,39.30941904,3.01,9.32,488.0,14.238,0.21491,1.88,5697.0,0.89,0.97,457.709,1,2
Kepler-1724 b,Kepler-1724,Transit,2021,6.45442009,2.83677238,8.43,999.0,234.98,0.0683,2.03,6092.0,0.943,1.016,1060.77,1,1
Kepler-1144 b,Kepler-1144,Transit,2016,17.14647302,1.99,4.62,811.0,62.061,0.1291,3.22,5753.0,0.96,0.98,1140.57,1,1
Kepler-1440 b,Kepler-1440,Transit,2016,39.859484,1.26,2.13,597.0,44.728,0.23431,5.85,5698.0,0.96,0.98,1115.35,1,1
Kepler-1661 b,Kepler-1661,Transit,2020,175.06,3.87,17.0,243.0,0.88,0.633,1.6,5100.0,0.762,0.841,410.607,1,2
TOI-942 b,TOI-942,Transit,2020,4.32421,3.89,16.0,1120.0,261.858,0.04866,NaN,4969.0,0.894,0.822,152.601,2,3
Kepler-1393 b,Kepler-1393,Transit,2016,2.44357812,0.8,0.437,1249.0,574.37,0.0337,4.69,5697.0,0.92,0.95,544.456,1,1
Kepler-1464 c,Kepler-1464,Transit,2016,5.32786292,1.0,0.972,1023.0,968.555,0.06101,5.34,5828.0,1.01,1.02,1151.73,2,1
NGTS-26 b,NGTS-26,Transit,2024,4.5199279,14.88552637,92.80589484,1331.0,523.0,0.049,0.153,5550.0,1.16,0.96,1093.69,1,1
